date,open,close,daily_change_pct,label
2025-03-19,5617.5,5678.5,1.085892300845572,1
2025-03-20,5678.75,5662.5,-0.286154523442659,0
2025-03-21,5665.0,5617.7998046875,-0.8331896789496911,-1
2025-03-24,5740.0,5815.5,1.3153310104529616,1
2025-03-25,5813.25,5826.5,0.2279275792370876,0
2025-03-26,5831.0,5759.5,-1.226204767621334,-1
2025-03-27,5738.25,5739.25,0.0174269158715636,0
2025-03-28,5742.0,5623.0,-2.072448624172762,-1
2025-03-31,5590.0,5653.25,1.131484794275492,1
2025-04-01,5643.75,5674.5,0.5448504983388704,1
2025-04-02,5672.25,5712.25,0.7051875358103046,1
2025-04-03,5554.75,5432.75,-2.196318466177596,-1
2025-04-04,5421.5,5110.25,-5.741031079959421,-1
2025-04-07,5007.0,5097.25,1.8024765328540044,1
2025-04-08,5125.0,5020.25,-2.0439024390243903,-1
2025-04-09,5007.0,5491.0,9.666466946275214,1
2025-04-10,5502.5,5302.0,-3.64379827351204,-1
2025-04-11,5300.0,5391.25,1.721698113207547,1
2025-04-14,5447.25,5440.75,-0.1193262655468355,0
2025-04-15,5432.0,5428.25,-0.0690353460972017,0
2025-04-16,5406.0,5305.75,-1.8544210136884944,-1
2025-04-17,5306.75,5312.75,0.1130635511377019,0
2025-04-21,5284.25,5184.75,-1.8829540615981453,-1
2025-04-22,5183.0,5314.75,2.5419641134478104,1
2025-04-23,5375.0,5401.75,0.4976744186046511,1
2025-04-24,5408.0,5511.25,1.9092085798816567,1
2025-04-25,5528.0,5549.75,0.393451519536903,1
2025-04-28,5543.75,5553.0,0.1668545659526494,0
2025-04-29,5544.0,5583.75,0.716991341991342,1
2025-04-30,5580.25,5587.0,0.1209623224765915,0
2025-05-01,5618.0,5623.25,0.0934496262014952,0
2025-05-02,5608.0,5709.0,1.8009985734664766,1
2025-05-05,5705.25,5671.75,-0.5871784759651199,-1
2025-05-06,5667.0,5625.75,-0.7278983589200636,-1
2025-05-07,5609.5,5652.0,0.7576432837151261,1
2025-05-08,5645.75,5684.5,0.6863569941991764,1
2025-05-09,5687.75,5678.0,-0.1714210364379587,0
2025-05-12,5743.5,5865.0,2.115434839383651,1
2025-05-13,5868.0,5904.5,0.6220177232447172,1
2025-05-14,5901.75,5908.5,0.1143728555089592,0
2025-05-15,5904.25,5933.25,0.4911716136681204,1
2025-05-16,5935.5,5975.5,0.6739112121977929,1
2025-05-19,5930.5,5982.5,0.876823202090886,1
2025-05-20,5980.25,5959.75,-0.3427950336524393,-1
2025-05-21,5954.5,5861.25,-1.5660424888739608,-1
2025-05-22,5857.75,5856.75,-0.0170714011352481,0
2025-05-23,5868.25,5817.0,-0.8733438418608614,-1
2025-05-27,5820.25,5934.25,1.9586787509127617,1
2025-05-28,5941.25,5902.75,-0.6480117820324006,-1
2025-05-29,5924.0,5922.75,-0.0211006076975016,0
2025-05-30,5913.0,5916.0,0.0507356671740233,0
2025-06-02,5898.5,5947.25,0.826481308807324,1
2025-06-03,5949.25,5981.5,0.5420851367819473,1
2025-06-04,5980.0,5981.0,0.0167224080267558,0
2025-06-05,5976.5,5946.0,-0.510332134192253,-1
2025-06-06,5934.0,6006.75,1.2259858442871587,1
2025-06-09,6010.0,6010.25,0.0041597337770382,0
2025-06-10,6013.5,6045.0,0.5238214018458469,1
2025-06-11,6039.25,6029.0,-0.1697230616384484,0
2025-06-12,6028.0,6049.5,0.3566688785666888,1
2025-06-13,6043.5,5979.25,-1.063125672209812,-1
2025-06-16,5950.0,6035.75,1.4411764705882353,1
2025-06-17,6037.0,5985.0,-0.8613549776378996,-1
2025-06-18,5980.0,5981.5,0.0250836120401337,0
2025-06-20,5981.5,6010.2099609375,0.4799792850873526,1
2025-06-23,5964.25,6077.0,1.8904304816196504,1
2025-06-24,6077.75,6146.25,1.1270618238657395,1
2025-06-25,6143.75,6147.0,0.0528992878942014,0
2025-06-26,6144.5,6195.0,0.8218732199528033,1
2025-06-27,6199.0,6223.75,0.3992579448298112,1
2025-06-30,6223.25,6253.75,0.490097617804202,1
2025-07-01,6245.5,6248.75,0.0520374669762228,0
2025-07-02,6248.25,6275.0,0.4281198735645981,1
2025-07-03,6276.75,6324.25,0.7567610626518501,1
2025-07-04,6322.0,6283.5,-0.6089844985763999,-1
2025-07-07,6307.25,6295.75,-0.182329858496175,0
2025-07-08,6263.5,6277.25,0.21952582421968547,0
